127,644,258,384,334,365,199
125,634,281,453,718,324,449
117,363,379,352,530,180,225
123,467,324,579,266,249,237
118,372,334,258,304,265,192
131,710,451,430,453,328,309
125,567,609,668,1127,285,427
117,572,-2,-2,1045,-2,415
124,716,-2,664,860,281,301
117,632,357,-2,689,307,292
117,457,248,448,612,442,277
127,629,550,-2,839,462,385
117,610,-1,-1,-1,-1,-1
117,-2,400,-2,-2,-2,-2
117,417,224,317,489,342,272
117,451,225,257,361,283,208
121,346,274,228,384,364,220
117,482,287,414,641,267,275
118,354,246,253,435,234,175
117,541,308,322,604,380,219
128,334,302,233,245,206,271
117,453,232,287,326,237,214
117,393,417,335,367,222,232
123,353,243,277,323,206,205
117,514,234,342,372,238,241
117,339,202,256,238,195,183
-2,322,185,304,260,208,174
119,582,298,383,405,230,269
124,802,540,496,584,-2,288
123,1098,543,368,271,266,202
-2,-2,-2,-2,-2,-2,-2
237,882,494,344,616,291,259
126,461,215,304,348,294,237
128,622,291,301,760,-2,302
132,810,304,339,432,201,212
127,606,255,344,404,286,327
124,416,287,194,283,224,199
124,-2,352,293,397,207,189
123,433,248,298,351,245,248
-2,-2,440,515,867,357,272
117,574,233,334,612,245,209
123,-2,238,373,512,317,273
122,400,219,367,371,261,175
129,299,223,243,295,226,174
128,336,266,299,280,180,151
118,500,322,360,401,284,214
120,464,222,254,331,249,196
119,-2,367,439,302,308,269
118,435,283,230,339,327,182
118,740,395,736,383,329,256
126,537,174,228,266,180,196
120,449,447,358,438,201,211
117,429,217,335,313,210,136
119,625,276,268,249,284,211
118,473,-2,589,496,268,218
126,496,293,348,322,233,252
124,394,581,289,275,247,153
138,393,569,591,521,385,233
128,476,408,328,304,242,241
118,485,244,329,486,295,399
118,379,327,421,407,235,168
137,495,332,395,314,215,253
142,517,627,629,371,271,291
150,357,232,241,236,179,192
118,392,494,432,339,176,188
117,312,252,304,268,207,179
124,499,202,300,353,265,191
134,507,288,392,305,225,168
122,341,633,328,344,295,234
119,554,294,474,348,319,191
121,391,314,334,358,241,195
117,391,185,300,345,229,168
120,432,403,368,313,237,177
